회사명,고유번호
에쓰엠이차유동화전문유한회사,445470
유림콤포텍,444976
정원개발,240662
한림휴먼타워,448307
DeutscheBankTrustCompanyAmericas,484406
리조트에버론,502748
한국투자개발,528144
남동레미콘,533988
아이클로버,637390
알엠씨,530608
케이원광교월드마크제일차,918125
아이비스코리아,646972
글로벌하나제삼차유동화전문유한회사,395643
솔인베스트제2호사모투자전문회사,1052347
글로벌카노제6차유동화전문유한회사,420523
글로벌외환제7차유동화전문유한회사,420514
글로벌한미제팔차유동화전문유한회사,430432
쥬니스,1054008
별내공영,984447
송담스테이트제일차,1069310
세대건설,626853
지더블유,912626
프라임밸류,802824
아이디어플랜,529204
동방하이테크,769778
테트라제사차,1047868
테트라제삼차,1047859
투에이치엠,1047895
씨제이올리브영,429870
키움라인,1047992
외환페퍼제일차유동화전문유한회사,1046610
나이키스포츠,125257
창영전자,611408
두산캐피탈제십차유동화전문유한회사,1065697
지앤에이치,1065767
가인비엘,1037436
영동염직,1044728
지에이치에스,1044029
정현텔레콤,1044056
카이에이엠씨대부,1044612
엠큐리테일,1043987
하이츠타워,1044296
두용산업개발,1045082
AboveJoyLimited,1081400
고려고주파,1080049
코리아노블메탈,1074127
글로실,808244
서천네오캐스트,546724
에스디,1085558
캐비드,622006
잉글리쉬무무,677680
숲속의아침,622699
엘지도요엔지니어링,841203
더반피엠씨,960438
세유,1077638
캐스트정보,476993
코에프씨스카이레이크그로쓰챔프2010의5호사모투자전문회사,862464
삼호철강,963198
투원건설,1078479
희천개발,820866
리즈골프,1041907
뉴캐슬독산제삼차,997292
브랜드이수제일차,996479
미래와우리들피에프브이,815730
미래코,965178
피앤디컴퍼니,957276
그린테크놀로지,817613
애경피에프브이원,568805
클럽올레,807281
해진,1095032
베스트와이제이제오차,1069338
디케이디엔씨,1098774
신양월드레저,930048
티에스원,1098349
한일월드렌탈일차,1069949
신동개발투자회사,603302
필레오지니제삼차,1069985
한일월드렌탈삼차,1069994
브이플러스,874238
늘푸른하우스,638636
살룩스어드바이저리,1090897
"ZhejiangSemirGarmentCo.,Ltd.",1090949
민락2지구주택개발전문위탁관리부동산투자회사,975908
보다테크,410508
대신에이엔피,965734
메사텍,1027156
삶도시,861456
에이치와이종합건설,1017362
케른비힐러,1080526
한일진공기계,447797
대창철재,815970
일산건설,403526
공주산업개발,1037700
태주종합철강,654263
센티오스,897424
새롬파트너스,821485
바오스홀딩스,803072
신화사,137784
위드피앤디,1018750
더컨텐츠콤,840718
복산약품,123578
복산팜,602817
에센비케이,1039966
뉴젠모터스,1028368
비엘에셋,674142
더라이트,1081923
티엔에스코리아인베스트먼트대부,917764
녹지엠앤디,1077896
에버윌,918550
씨티케이,1044995
폴앤파트너스,939933
더랜드,452717
에스씨글로벌,1011997
가하아이앤유,960544
대호피엠씨,596774
에이플러스모기지,1087060
진천산수산업단지개발,974972
자연주택,1085479
경안개발,861553
모빌텍,983484
한토씨앤씨,439169
글로벌씨앤디,862604
일신공영,1086317
베스트제이차유동화전문유한회사,1125263
옴니엘피에스,916349
수보산업,813015
썬엘이디,491901
길진인터내셔날,654032
HSBCGlobalAssetManagement(HongKong)Limited,1115840
대한하이메쉬,1110368
삼영레미콘,1045903
에스엔케이중공업,974501
아이윌미디어,1149892
윤일건업,873354
에스엘라이텍,125390
자프코아시아테크놀러지펀드5,1103535
삼화모데스띠,474199
더존이앤씨,1103164
2015기보제일차유동화전문유한회사,1104516
닉스테크,359030
케이에이제칠차유동화전문유한회사,1129913
유지제일차유동화전문유한회사,1129922
벨류업제일차,1126448
한라제주개발,1129940
디지파이홀딩스,1129986
농업법인진천오리인티,1129995
생각대로티제십사차유동화전문유한회사,924579
더해냄제일차,1024168
뉴이어제십삼차,1062399
큐브엔터테인먼트,972716
블루로터스,913014
와이케이뮤추얼,1104871
파이시스제이차,1050923
엠스퀘어다담,1090240
와이케이클래스제이차,1128701
와이케이클래스제일차,1128668
인포마스터,1074507
진양공업,609157
해광지오메트,1100477
트루프랜드경산제칠차,1109229
고려호이스트크레인,1109265
다본다,962409
에스클래스가정제일차,1103650
두성수산,1113091
현대산업관리,1114133
광명그린에너지,1114142
머신오토,1022391
픽테,1105825
디에스톤,1117796
해링스톤,1091887
매화벽지산업,968263
서울인베스트,630263
에너지허브제일차,985075
에스엠투엠,1116450
첼린저제이십오차유동화전문유한회사,1131583
오토피아제육십일차유동화전문유한회사,1131592
아이알파트너스,1061743
현인터내셔날,938323
코리센,1143287
로데오유동화,1069198
서광파트너스,1124413
한솔라이팅투자,1098206
건우이앤씨,1104303
지훈이앤지,1101661
샤인크로스제사차,1095926
한창중공업,796958
디비프라임파트너스,895374
명일회계법인,1138285
참미르,1010077
훼더랜드,1085734
제이비우리캐피탈오토제팔차유동화전문유한회사,1129852
홈스,431158
어바웃타임,1142880
이스트밸리티아이,916206
에스모아제삼십오차유동화전문유한회사,1105083
금호영농조합법인,1121832
제이와이원,939298
아시아퍼시픽25호선박투자회사,1002537
에스피스틸,606202
유플러스엘티이제이십오차유동화전문유한회사,1123830
산은캐피탈제육차유동화전문유한회사,1146983
지스윙,1146363
이엔지코리아,1073119
제이즈,1016044
아카데미코스메틱,1077258
한국바이톤,987392
에이에스에이금산,768812
매일이엔씨,225089
대원공업,872683
삼광TLT,257307
미성강업,525332
티에스피에스,218779
엘케이홀딩스,957434
하이로,1085044
이에이알제십이차유동화전문유한회사,1161380
에스제이건설,1149935
더라이프앤,1021064
비엘개발,1154308
화인코왁,1153743
스카이미디어,959441
케이비디앤씨,1098251
하림기공,1142792
티씨씨벤드코리아,883476
펜타스제십차,1092567
은탑건설,1130584
다그린,823720
밸류플러스제이십오차,1074774
엠피파트너스,970125
씨티지케이,769149
한빛화학,388980
에스티이앤에스,1075889
한창하이메탈,656216
가람유통,1086557
노바메저링인스트루먼트코리아,1158119
피키캐스트,1157013
스피드테크놀로지,1086487
세마,580807
삼영,1029048
제이와이티,1157475
희경건설,482921
우림건설,194248
농업회사법인로하스팜,1156263
예스텔레콤,602710
이노아이오,1136621
팰앤엘,935353
서미트캠프,462820
대일이엔지,1083286
경인레미콘,1139196
남도전자,1080128
강림나노텍,972530
우방랜드제일차유동화전문유한회사,585246
엘시스텍,470005
드라발,1037357
노블레스,1037816
티스터디,685351
파인아이비케이제일차,933513
미건아크텍,533410
나눔소프트,282464
AIG-AOF,286901
뉴원제일차유동화전문유한회사,469072
성우기전,221630
세진,474870
성현하우징,471314
프리컴시스템,261762
원업제일차유동화전문유한회사,427049
베네토아이엔디,873460
퓨젼테크놀러지,457217
한얼,217813
세종물류,510206
죤앤제이콥건설,512772
중외제약제삼차유동화전문유한회사,515186
대우캐피탈오토제십오차유동화전문유한회사,521619
씨씨케이밴,379104
삼성신한사차유동화전문유한회사,545682
멀티코리아,548582
동방상호저축은행,115366
씨앤앰경기케이블티브이,247489
아인스인터내셔날,455583
아이알컴,682239
제주이호프로젝트제삼차,773975
카스토르제오차,1039601
팜프레도제이차,1039595
와이즈소프트,299817
명윤종합건설,1039416
중앙엔터테인먼트앤드스포츠,561848
우림광주제일차유동화전문유한회사,569576
이슈투데이,304012
첼린저제구차유동화전문유한회사,589507
대우캐피탈오토제삼십차유동화전문유한회사,588377
씨에스건설,975591
청송건설,541145
에프앤디시리즈3,1062265
대흥리사이클링,1016770
콜라보레이션제일차,1055016
엘케이알엔아이,1055131
비드온인베스트,1055140
아이엠엠인베스트먼트2호사모투자전문회사,840781
신우콘크리트산업,567107
한창디벨로퍼스,926717
블랙엠제일차,1036738
감계힐프로젝트제이차,989770
에스에프밸류파이오니아,939809
슈프림제육차유동화전문유한회사,978446
미디안테크,984517
화성향남제일차,800093
스마트엠투,1053072
덕인개발,1040625
회림종합건설,509990
동성정공,662509
올레케이티제십칠차유동화전문유한회사,1046160
힐탑디앤씨,1076189
신보2014제10차유동화전문유한회사,1051418
아이디스트,776574
케이에이치파워,1051436
올레케이티제십팔차유동화전문유한회사,1051463
농업회사법인동부개발,1043181
지에스엠텍,1043400
디에스엔트프라이즈,1044162
이에이알제사차유동화전문유한회사,1042915
뉴에이스플렉스,959955
울산전업,1039753
지엔,691927
케이원포레,1010527
에이스오토인베스트제이십칠차유동화전문유한회사,1034518
일동비엔에프,1083356
세원아이씨케이,979311
티씨티마리타임,602455
더몰론코리아,1083310
뉴살라시아제일차,1011614
메트로신문사,534233
맥스필름,929653
드림파마,1055876
이앤디,677307
오라통상,1089721
스마트에스제팔차유동화전문유한회사,873628
에이콘제1호,1091601
에이치투에이치파트너스,1091610
에이블디씨엠팜,1042571
더페이스,868459
네오탑건설산업,1044700
쓰리알비엔비,763570
캠프라인,808484
소나무,1019193
씨제이헬로비전강원방송,484938
에스비아이에셋코리아,921174
씨제이헬로비전영서방송,455820
씨제이헬로비전아라방송,253125
한신티앤에스,985190
씨제이헬로비전대구수성방송,454131
씨제이헬로비전대구동구방송,420444
신의,364458
보원엠피,569761
청우홀딩스,644099
엔에이치에프제4호비공공임대유동화전문유한회사,1092886
베스트와이제이제육차,1096475
씨에이파트너스,1096493
코스모턴어라운드,1096536
텔레비전미디어코리아,830818
정우에프앤비,1021718
상우금속,630917
비앤에스에프앤비,991368
영신산업제작,941169
뉴세림,975111
대동종합물류,1016141
뉴스타장위,1080544
대흥레져,450083
선도해운,755836
씨씨케이,923774
이토건설,412603
제이프러스씨엠,1020977
에스엔엘,962278
보광이엔씨,625678
킴스에셋,670508
가이아건설,448866
참시티디앤엠,1076019
`비젼스텝,863278
천상토,961330
지에스비홀딩스,1081190
아빅스코리아,970994
광형테크,921305
케이씨씨자원개발,175748
티와이인베스트먼트,486176
천보프라자,1037296
신승오앤에프,866099
대성이노베이터,1078415
엠씨엘,989099
하이컨코리아,1024867
삼화철강,1041509
네오핌,1077780
더블유파이낸셜대부,1077072
청정식품,918064
와이스틸,1086159
신한화섬,137687
서울냉열,656164
포엠트레이딩,925204
구택,875051
인성공업,205906
에이치에스건설공영,1085488
화인훼미리,926160
글로벌링크,868875
더신화,495262
신동양티씨,881502
에스엠디,1103137
와이에치트레이딩,1103395
블루오션,1072332
매직엘시디,531227
에이티넘미드콘제3호인베스트먼트,921235
썬스타,1101193
미리내씨앤씨,1139822
티포인베스트,1143162
신동해투자일호피에프브이,961853
동부철구,381570
케이엘제1호사모투자,1118397
신마포한강에스티일,1092017
에코시티제팔차유동화,1024894
대한도형,1074613
오오엔육육닷컴,814430
지아고,624633
한성실업,161921
윈즈시스템,1137888
원케미칼,1146406
항동제이차,1011739
신해중공업,879905
다물씨엠,1103711
케이디비블루오션제이차,1045222
샤이닝스톤배곧,1116779
하이에이원제구차,1132397
당진인더스파크제일차,1034420
에스오당산제이차,1062405
에스디와이개발,478441
휴스템,1097225
동방전자,694100
트라이곤코리아,890980
스털링그레이스인터네셔널엘엘씨,1006807
하이에이원제오차,1127483
뉴하모니제칠차,1127474
제이비우리캐피탈오토제육차유동화전문유한회사,1112083
퓨쳐라이징,1079159
챔수제구차,1068357
아시아퍼시픽9호선박투자회사,510914
서부솔라발전,1102244
지성주택,1102785
복하우스,1099728
미래산업개발,1103988
한국가상현실,1119165
프리셔스제오차,1104844
뉴스타혁신제삼차,1104826
뉴스타렙톤,1104862
마포한강에스티일,993676
에이티파머,1114674
디비로컬제일차,1095500
민영교육,1031955
토마토2저축은행,154860
ABNAMRONomineesSingaporePteLtd,1124927
미리내제일차,1108372
디케이팔,1110845
모다네트웍스,815323
건양산업,1099834
드림시스넷,1015212
피이손,919920
밸류플러스제삼십차,1089952
알엠에이구의원유동화전문유한회사,1121568
이솔종합건설,1149111
농업회사법인한숲,1130760
공샹판다티에프제이차,1108804
서암실업,1102864
프리미어빌,611152
에이오엔인베스트먼츠,459783
오토피아제오십팔차유동화전문유한회사,1109900
해피파트너스제오차,1090170
일만,1078734
디엔인터내셔널,1124237
사랑누리,1128482
네오바자르,1140730
더블유케이안성제일차,1117741
우미안성제일차,1117732
내뜰애,1026421
원대산업,1134021
동양레미콘,1020506
케이에이제육차유동화전문유한회사,1105162
이에이알제십차유동화전문유한회사,1105092
엘앤브이프라이빗에쿼티,1105205
티와이머티리얼,580162
에이티커니코리아,826204
예진도시개발,1162185
씨와이케이제2차자산유동화전문유한회사,1161928
팜바이오텍,890494
팜세레스,887621
거창물류,1030141
S&T전장,246453
상원,610135
회명농산,1124820
메이슨인터네쇼날,925815
케이티큐브제사차,1086894
다커머스에프앤씨,931287
케이티미트,1014541
다이나트론,1069480
에이치씨자산관리,1057014
거북선4호선박투자회사,697329
금남상가조합,1143825
장암제이엠,605452
푸로핏인터내셔날,1072581
가온피앤이,1135321
전주개발,534543
이엘피제사차,1150852
에프엔이엔시,762155
에스클래스아양제일차,1103599
중앙건설,149664
참존모터스,519571
참존서비스,676362
비에스건설,1019379
에스모아제이십오차유동화전문유한회사,1048122
은평제일신용협동조합,1061202
뉴하노이제일차,827151
보랄코리아석고,255691
동아중공업,666897
에이지,295909
빅앤트,1010013
감계힐프로젝트제일차,990174
성서지식산업센터,1038596
테크노에어포트몰,489997
골드산업,1043330
에스제이테크,1042696
현대에이치씨엔새로넷방송,249317
현대에이치씨엔금호방송,251613
엘엔케이인더스트리,785767
킴스브릿지,538053
코아커뮤니케이션즈,532697
하나제일차유동화전문유한회사,536471
미래에셋새천년코리아벤처펀드일호,318839
씨앤피개발,567602
오토피아제이십일차유동화전문유한회사,494980
씨제이엔키노,382968
해도,1037773
신형물산,259819
그레이트글로벌,1039434
김포풍무프리미엄제이차,997326
헥사테크,449962
디더블유씨구차유동화전문유한회사,467029
거세기술,337287
대도물산,217619
세이스텝업혼합형펀드,434942
KTB프라임2호혼합형사모펀드,434401
마이애셋애국성장형일호펀드,435677
정원건설,430034
맥쿼리아이엠엠한아름채권혼합형사모펀드,433341
에이치앤큐국민연금제일호사모투자전문회사,592857
오토피아제십칠차유동화전문유한회사,474038
보원토건,471378
엘지쉬플리,255099
한미제이차유동화전문유한회사,353629
위즈덤월드펀드,384902
국민카드제오차유동화전문유한회사,383754
윈앤윈이십일제일차유동화전문유한회사,385105
다솔투자자문,265120
HellaAsiaPacificHoldingPtyLtd,466321
트랙터벨코리아,367057
신원창업투자,165936
에이치앤에스파트너스,447663
신도시종합건설,361220
디에스드림제일차유동화전문유한회사,504676
메카텍스,243243
첼린저사차유동화전문유한회사,504959
오토피아제십삼차유동화전문유한회사,462884
효성캐피탈제십오차유동화전문유한회사,1063103
다원이앤아이,665214
프라나건설,666055
에스엘캐슬제일차,1033272
에덴하우징,1005349
신아정기,232812
썬아이엔씨,988674
트루프렌드학운제오차,1034110
더블에스송산제사차,1034129
하이제이와이제구차,1033528
에핑햄튼앤컴퍼니,648800
한서회계법인,1011960
제이비우리캐피탈오토제오차유동화전문유한회사,1049972
밸류플러스제십칠차,993339
센트럴건설,259129
대륙테크놀로지,857976
골든레인,1023734
세키스이화학공업,1055247
원일티엔아이대불공장,985905
뉴트리니티음성제일차,991872
YuantaAsiaInvestmentLimited,1068816
엔에이치미래찬제일차,932259
일도해운,1043093
워터스,143688
부산통상,1036604
제이에스제일차,1005394
부국유통,1037603
재경전광산업,532721
아이엠엠로즈골드2사모투자전문회사,1081419
다인산업,1067297
하나은행,130897
배출권시장,1064023
페트라3호사모투자전문회사,1064032
슈퍼산업개발,491266
허친슨코리아,974866
뉴캐슬독산제사차,1011641
다산알앤디,530158
델타마린,673806
경우,922331
제일토건,576451
강진,1083967
에스지해운,976378
한솔전선,1011085
제이씨씨,1007392
서문알앤디,875802
경신산업,1043826
대한도시개발,944111
엔에스씨링키지제이차,651965
한화컴파운드,649827
와이제이푸르지오제일차,1040582
와이제이푸르지오제이차,1040591
와이제이푸르지오제삼차,1040670
현중테크,958600
베어링독일성장펀드,1091647
반도주택,590123
대원케미칼,1030220
모토윈,928122
뉴트리니티용정제오차,1090967
뉴트리니티괴산제오차,1090976
에이스하이텍,183260
청명산업,914703
씨제이헬로비전호남방송,409469
씨제이헬로비전전북방송,411224
엘림티에스,1022197
서한건영,940531
뉴트리니티음성제오차,1095847
뉴트리니티충주제육차,1095856
썬라이즈홀딩스,1095883
동환대부,1038648
청광주택건설,496845
경부종합물류,821582
부국이엔지,1039258
ArdonMaroonAsiaMasterFund,1078965
휘트니스서비스인터내셔날,346522
에프앤디시리즈10,1080553
농심백산수,669186
파란테크,615626
광일,669423
다인조형공사,667036
대명문화공장,1069860
일신,671710
현림레미콘,1029598
에스앤씨,959991
웰빙테크,678306
제이투산업,989804
동방쉽핑,967981
파라다이스디앤씨,1015674
신원주공,494333
해주씨엔씨,567134
한국스미토모전공일렉트로닉스,1070839
성하철강,918994
디에스티,811406
씨비디,1033759
디에이치엠,914864
누리비스타,1013278
오에스쉽핑,870515
에이투플러스,942885
부산도시개발,1074428
씨피케이,1086779
부호주택,623856
하나토건,975865
비엘디,1031830
동림지앤텍,1079706
제이엠개발,570882
에스케이훼리,975500
반도기계,761624
부일이앤이,822493
잔티아시아,920892
미스터블루,1050987
플라텔코퍼레이션,1024344
애드라인,608060
케이개발,839590
건인투자,840091
코멕스라텍스,867681
카카오랩,1143205
써니로프트,1143214
로티플,1143223
씽크리얼스,1143232
비젼테크닉스,564094
동부아이앤씨,1020603
엠엠테크,927460
엔씨건설,890962
영성,1135774
율곡디엔씨,1150968
태울림종합건설,1037223
한반도태양광,996044
에버다임락툴,1126509
동창모텍,801913
농부,1102624
동국정밀,573542
투자가이드,1101236
씨유미디어,610630
케이알산단제사차,1034411
고구미,1130256
비바과천유동화전문유한회사,1099445
창원강업,1075162
제이에스엘,876607
의성기공,1103085
엠오브이,1103906
가로림조력발전,642675
모지도코화이어코리아,1104570
리프아이,1097793
사라홀딩스,1096606
한국조명재활용공사,1099056
태창파로스,246347
인천글로벌캠퍼스,812821
유아이제이차유동화전문유한회사,858230
뉴스타알바트로스제삼차,992288
뉴스타알바트로스제이차,992279
뉴스타알바트로스제일차,992260
함께일하는세상,1131662
슈프림제구차유동화전문유한회사,1099995
동명디앤씨,1099083
아인홀딩스,1099171
하우,1102776
더부페,1104039
한영건설,1104020
티와이솔루션제이차,958594
티와이솔루션제일차,958585
포레스트제일차,1090648
액션스퀘어,1080094
오션랜드마크,1062627
뉴스타레드,1104835
뉴스타글루온,1104853
뉴마포한강에스티일,1040087
인빅터스제일차,1050464
IonInvestmentsB.V.,788436
우진산업,673222
대신티앤에스,763808
덕경산업개발,1027758
비바스포츠,496942
유니머스홀딩스,1114045
올레케이티제이십육차유동화전문유한회사,1133059
에스엘컴퍼니,1054813
산업기반신보제구차유동화전문유한회사,1114993
신보2015제12차유동화전문유한회사,1115008
듀오스제칠차,1040917
제이티캐피탈제이차유동화전문유한회사,1101333
우창케미칼,1100167
뉴하모니제오차,1116821
원컴퍼니제1차,1094167
나라셀라,480279
동방조선,1013357
티엘,1146479
디에스티,661175
동수해운,1106958
스마트양주,989938
무등산아이파크유동화전문유한회사,1034545
지씨에프,1099685
웹젠온네트,860022
케이디,1109195
하이에이원제칠차,1135932
아이리얼,987930
평산차업집단유한공사,599230
라스카랜드,1015300
카사텍스,985808
와이엠에스에스,917649
피플러그,1146433
에이치에스캐슬제사차,1042155
케이티씨캄보디아,560414
경안전선,258528
유명파트너스,1106019
에르메스풍무제사차,993074
화성도시공사,858355
에스피테크놀러지,1016354
신화종합건설,1157323
비오앤,985154
보고씨엔에스,1039823
스탠다드펌,970277
에이치엠리테일,1027271
효천급유,1087042
미래테크,834939
동주웰딩,818135
제이앤디아이비,821175
피에이치비유동화전문유한회사,1161788
학성주택,1161779
용우매니지먼트,937050
한솔종합건설,1026926
케이벡코리아,988911
대영화학,920564
한국의산하,1071786
한진인천북항운영,757357
더블유에스미트글로벌,823696
메타푸드,962533
팍스하임인터내셔날,640987
휴먼플래닝이십일,1110225
전자관웨딩프라자,921466
백두에스앤티,923297
티엘마곡,1153220
보고해운,1028854
부성리싸이클링,372314
오송호텔,1029437
바다로에스지일호,963523
한라아이앤씨,576460
파크리얼티,878580
무림캐피탈제이차유동화,1033722
벽산건설,122922
진산금속,673569
금당광산개발,1056617
NH농협증권,116860
아시아퍼시픽4호선박투자회사,505569
소넷엔터테인먼트코퍼레이션,953687
츠루미펌프코리아,1051834
유아이제십일차유동화전문유한회사,1052781
BNPPARIBASAFUND,1052806
부산감천항수산물시장,655758
클리포드젠트,244215
컨벡스,805210
외환에스제이차유동화전문유한회사,1042641
퍼스트자루,1041077
에이블디씨엠제십차,1042456
살데비다코리아,855668
유플러스엘티이제십육차유동화전문유한회사,1036020
일산공영,386867
우리에프앤아이제삼차유동화전문유한회사,460390
스탠더드텔레콤,216285
폴리미래판매,453008
MARTINCAPITALLIMITED,345000
NipponPetrochemicalsCompanyLimited,518952
대화주택송파유동화전문유한회사,514521
스카이유동화전문유한회사,479130
KFBNewbridgeHoldings(Private)Limited,516024
우진디앤아이,447201
평택용이제일차유동화전문유한회사,525961
우리마린제삼차유동화전문유한회사,537300
에스더블유넷,452939
협성뉴산업타워,560247
에이스유동화전문유한회사,563509
"Nexland,Inc.",586245
티브로드남부산방송,471785
피엠씨에이피,574392
AVConceptHoldingsLimited,473190
네스코해상항공손해사정,550277
태인컨설팅,264097
녹십자비씨,502492
이엠씨코리아,271644
녹십자피비엠,299996
농업회사법인6월의아침,566898
오토웍스,567985
워크앤조이이천오의일유동화전문유한회사,534288
지오탑에프엔씨,801393
바다로13호선박투자회사,853679
우리캐피탈오토제십칠차유동화전문유한회사,857189
더비트컴퍼니,1039656
이스턴테크,1038240
한맥투자증권,378071
금강판넬,216674
킴스마트제일차유동화전문유한회사,594767
넥셀,333908
대구중앙케이블티비북부방송,491406
글로벌데이타시스템,366094
BOGO투자개발,116903
금홍종합상사,1053966
에스모아제삼십차유동화전문유한회사,1069028
올레케이티제이십차유동화전문유한회사,1069037
아이비에스제십삼차,1012321
아이비에스제십차,1012312
김포풍무랜드마크제일차,904876
해피라이프제일차,1046559
김포풍무랜드마크제이차,904885
김포풍무랜드마크제삼차,904894
김포풍무랜드마크제사차,904900
김포풍무랜드마크제오차,904919
엠스퀘어동천제이차,991757
법수개발,893677
서우,456616
서우로이엘,614380
캠코밸류리크리에이션제이차유동화전문유한회사,778323
에이케이정보통신,621575
화인텍,1017645
오르세건설,810027
성국산업개발,568966
태광독산프로젝트금융투자,767017
한솔테크원,1086681
달산케미칼,1088731
중원,409636
퇴계원현대,1064175
두산캐피탈제십일차유동화전문유한회사,1090213
올레케이티제이십일차유동화전문유한회사,1090222
태흥,1089086
우리사모투자전문회사,630078
펜타스제육차,1091683
조은약품,894579
포지티브,1041378
탑스리빙월드,511481
아이엠피에스엘,1079195
그리니제일차,1033892
알파로스피에프브이,762492
동일와이앤드케이,125497
마스타코리아,972080
제이원에셋,1093016
신정회계법인,470661
FUHANGLOBALLIMITED,1093061
비피솔루션,916978
해인콜드시스팀,962180
양우케미칼,520780
한영종합건설,174411
제이윈파트너스,1087644
쓰리에스솔루션,1014019
프린테크,1024052
성진중공업,991270
태양아이에스,837352
유에스텍,960775
에스엠이,664996
캐터필라파이낸셜서비스,360072
진광모비코,1044214
엠지에스,177773
석탑건설,1066094
버팔로파이낸스,1092099
제이에프케이산업개발,606938
공항철도제일차유동화전문유한회사,1092390
에이스오토인베스트제삼십삼차유동화전문유한회사,1092406
서영,983527
윙챔프인베스트먼츠리미티드,1092424
바로크씨앤에프,460822
유암코제이차유동화전문유한회사,803124
유케이제일차유동화전문유한회사,839387
유비제이차유동화전문유한회사,848303
유앤이제일차유동화전문유한회사,880363
유앤제삼차유동화전문유한회사,880901
하나파트너,989594
리치챠터링,815305
모라도,121321
가비,1089615
엘제이산업,620600
삼천리열처리,128582
케이유엠,203120
케이에스드림제십차,1080517
프로이라인벨러칼스루헤,1082843
승문산업개발,1083143
현대에이비전단채,1080580
에이치엘씨,1038815
오에스티,567453
포레스트,1030947
서해교문,768636
티제이물류,972521
횡성케이씨,1086061
씨에스테크놀로지,399685
상익산업,649429
영우디앤씨,1021259
뚝심외식산업,1071670
현대메탈,1084993
제일산업,370097
에스지개발산업,1083204
아이에스에스플러스,989479
이비씨마린,975698
디비씨마린,975713
앤에치씨마린,975759
아이언,638672
트리플에스제일차,1039780
청보에이치앤씨,527048
성강스틸,989345
성우주택개발,1038426
유신,887667
초정개발,972017
유플러스엘티이제이십육차유동화전문유한회사,1129898
월드개발,1099968
서문산업개발,1101777
오늘,1104048
동성타워,1106231
스타네크,1130928
오르제,1151082
신한카드이천십육의일유동화전문유한회사,1122220
에스모아제삼십구차유동화전문유한회사,1122239
염리일성제일차,1107036
블라스트인베스트먼트제일차,1033333
대경엔터테이먼트,1099065
한겨레철강,496234
초양기전,980052
에슐리인베스트먼트제일차,1033306
디에이치아이,961899
영일공업,534765
대창엔지니어링,1100635
한신메디원,1151161
도진물산,227874
서현,644071
익스피디아코리아,1005233
알파큐브,1099278
세종합동원상가,1106639
연합공영디앤씨,1106277
삼호디에스,1097359
한화화인케미칼,160612
디비로컬제사차,1127049
청우디앤씨,1104561
창원텍,938369
에스디티에스,884907
충청한성필하우스,1037074
이랜드면세점,1104640
윤진모피,1104613
현대가전업,1099755
대한산업개발,1102493
서림프라텍,1106073
제이피에셋자산운용,1134915
동양메탈,925949
아크씨엔씨,625881
세양기업,627418
수원랜드마크제일차,1004322
우창피엠씨,1015115
컨티넘제이차,1106930
컨티넘제삼차,1106949
컨티넘제일차,1106709
에이치트러스트제일차,1093867
동부디앤씨,1139114
유진하이텍,777704
에이블케이엘제이차,1069329
에이에스씨제일차,1019120
사필귀정유동화,1079955
죽마고우유동화,1125342
더디씨에이치,1098260
와이제이인더스트리,1099807
동성종합건설,291790
목림이엔씨,1103553
세영중공업,1102138
에코시티제삼차유동화,990545
디에스블리스제일차,1123885
디에이치상도제일차,976156
디에이치상도제삼차,1123900
아이비추동제이차,1101731
금산테크,1107106
신정씨엔씨,1099791
우성오션테크,1099959
삼인씨앤디,1100219
에지바스톤인베스트먼트파트너스엘엘피,1133147
한욱홀딩스,917250
비앤에이치투자,1135394
비엠랜드개발,621469
듀오스제팔차,1040892
일진엘이디,941567
고려정밀,1101379
삼수홀딩스,1101397
에코유로파워,1100592
모인그룹,1101263
에버레일제일차,1009062
퍼스트스텝제일차,1002449
진성테크,1140518
희성프라자,1154593
2016기보제일차유동화전문유한회사,1160822
온네트엠엔에스,1162343
마이인베스트제일차,1062098
에스나인,1162334
"UNIQUEWEALTHAUTOMOTIVECO.,LTD",1163883
한국자산관리공사,286840
정다운,659435
에셋디자인투자자문,803355
유니시티개발제칠차,1006621
인토외식산업,865319
모스트제칠차,1166172
모스트제구차,1166154
모스트제십차,1166145
베스트웨이제십칠차,1166206
모스트제육차,1166181
모비스,1010518
오케이폴리머,1102527
삼남랜드마크제이차,1110410
대청공영,569141
동원테크,1079867
신라밀레니엄,611930
유창,1075074
우진페인트,184287
대천디앤씨,1155370
로열마일즈홀딩스,1029507
켐스,534011
우연이앤씨,1147414
셔틀코리아홀딩스,1019607
티에스아이,938174
엑셀웨이,1024450
"NingboJinheLithiumBatteryMateralCo.,Ltd",1158137
피앤피축산,1142817
시양인터내셔널인베스트먼트코리아,969350
디에이치엠아이,1138124
에스에이씨티엔에스,1014620
티원시스템즈,1021709
제이슨에셋,675655
미트리치,823702
광야주택건설,1155574
래피드플랜트제일차,1151903
온세계건설,412108
에스엘엠,965211
의료법인서강의료재단,1156829
플랜업세종제일차,1155990
신진양레저관광,1041794
효성캐피탈제십사차유동화전문유한회사,1055450
캠코제이차합작투자유동화전문유한회사,791500
동삭하우징,991739
케이에이제삼차유동화전문유한회사,995072
리더스인사노무컨설팅,1044409
독산캐슬제이단계,1011650
라츠,927488
에스에스코람제이차유동화전문유한회사,417574
부실채권정리기금(한국자산관리공사),305473
