회사명,고유번호
태원그룹,1555695
유아,1022230
대구보라매,879923
지씨글로벌,1310320
지씨테크,1007806
성창보드,699530
성창기업,699521
지엘케이에쿼티인베스트,1304116
에스엘시스템,1692613
아이퀘스트,1146822
동화레져,1284867
한성엠엔에스,1173561
원마운트,875422
오티스엘리베이터,1452893
그린엔텍,988902
에스제이씨성전,614061
우신버스,249654
제일테크,287663
대하전선,1312638
미래아이앤씨,1153576
하나하이텍,1301067
와이에스개발,1252600
이화에스피에스,1030655
한솔유화,1463756
코셋,965062
하니웰퍼포먼스머터리얼스앤테크놀로지스코리아,203412
퍼스트어패럴,408992
도나코,1641682
이우산업개발,1463686
토마스힐,1503328
대경디앤디,1684757
비아이씨엔에스,814175
보이스루,1718355
한국썸벧,1238406
신흥에이앤디,1642681
케이에스에스마린,1645262
파이버프로,1513440
나무경영아카데미,1133411
이에스리조트클럽,253994
청우하이드로,151696
동아항공,968360
필로시스,1017803
티아이씨,1585827
이나인페이,1044092
유앤미시스템,1451964
커민스판매써비스코리아,250483
엠엔씨텍,1664009
제이엘종합개발,1543177
제노코,1014718
대흥푸드,1680885
에스지앤케이,1696530
다온도시개발,1629130
주영산업개발,1495959
소만사,928982
유앤미에스피,1451991
대산강업,613947
거장디벨로퍼,1586774
신한에스엔지,1288678
씨에스피아이,1387377
한국에스지증권,982379
블레싱,1586783
알비이엔씨,1692792
티앤에스산업,987781
와이티월드,1648436
스와로브스키코리아,450144
자유투어,343127
페르노리카코리아임페리얼,345709
가온개발산업,1707164
풍생,1548400
강남화성,100425
인터베스트오픈이노베이션사모투자,1715093
웨스코일렉트로드,1450479
비오에이,1251416
진성이앤지,1680876
청우건설,491132
피아이에이서초동피에프브이,1613935
시대디자인특장,1697779
롤스웰,1458921
삼신금속,912644
시트러스제일차,1715969
와이엠지,1232068
뉴마레제이십이차,1715978
중앙도시개발,1650431
엘앤피개발,1548792
아이피시티,1581502
기해종합건설,1146734
모션디앤아이,1624074
현진투자대부,1385731
제이에스하임(JS하임),1110331
윌테크놀러지,578893
상봉아이알디피에프브이,1563074
경원여객자동차,102007
케이드라이브,1598663
주성디벨로퍼,1476264
썬앳푸드,322188
아이씨인터네셔날,1625417
고당,973812
에듀윌,875875
시흥교통,1174676
대경TLS,176996
디케이알홀딩스,1699041
이지종합개발,1020755
리츠라인,1648931
파머수티컬리서치어소시에이츠코리아,1478554
한사랑씨앤씨,1218712
아성플라스틱밸브,503464
한림엘타워,1280010
삼도산업,835318
에이치씨엔씨,1305124
메이트플러스,1146798
수원개발,1563658
유진버스,1451715
조선비즈,1025015
아성크린후로텍,612470
드림네트웍스,599771
태원트레이드,946845
신화유통,1454989
프라임아이디,676672
에즈금융서비스,1293157
신한씨엠,1587515
에스디디벨롭먼트,1538582
에스엠,1012349
비엘레더뱅크,1174658
디에스루원개발,1564736
한반도레저,1538458
김약품,364856
세양,887986
베솜,867089
동화운수,1285079
은진,1375363
동우건설,1214239
에이비비코리아,193780
제이앤드에프,973238
한국아스트라제네카,197980
에이치에스위즈모어,1299610
피엠플레이스,1545388
현대식모,304270
우광건설,611781
정봉건설,1543557
와이엠씨,870861
글로벌컨셉츠코리아,301006
경평건설,929644
동주,1078169
사보이투자개발,437408
사보이피앤디,600606
코람두올,1504895
사보이홀딩스,600536
대한칼소닉,179276
오진상사,141945
인코미디어넷,1406399
엠와이에이치,332556
이썸테크,305002
알파시티,1561067
브이씨,1354740
제너럴브랜즈,1372685
블루포션게임즈,1466814
더블저축은행,121482
지엘기술,1223936
해조건설,1289400
하이이노서비스,625544
하이에어,1354272
필라넷,1449020
태화정공,244987
진명에이엘씨,614672
심우식품,1471676
삼익전자산업,1154645
브릴리언트인베스트먼트,1542761
오상엠엔이티,1366198
케이투더블유인베스트먼트,1542770
경남에코에듀,961905
디케이에스글로벌,1226863
레인보우,1295304
포르쉐파이낸셜서비스코리아,1088634
모나크545,1659308
대남철강,682886
케이앤엘개발,1408971
경보,1297126
바른산업개발,1554492
해천물산,1291557
해천글로벌,1011076
경동특수주강,607122
케이엠디지텍,377504
부광모방,461566
코람코가치부가형부동산제2의2호위탁관리부동산투자회사,1418312
선우시스,1141933
디에스이디아이,1661020
피델릭스,189538
스카이뷰,1712333
푸른중공업,406532
구산건설,1564648
골드스타,1541717
동서페더럴모굴,115922
알포터,1717310
기프트인포,1553934
드림엔지니어링,1018714
에스엠에너지,1697803
케이티온,1587296
광운선박,1146530
주복,1139886
청교(이천비상에듀),1698510
태광가공지산업,626482
호성개발,256122
한소,1654145
동양실업,1295410
파워넷,231354
서울창동창업문화도시재생위탁관리부동산투자회사,1360158
그룹세브코리아,362140
레고코리아,120234
황산프라자,1312902
하이원파트너스,1528725
제이씨씨,1086308
부산푸른교육,811938
하이얼전자판매,625003
박전자,488572
엘디산업개발,177205
한국공업엔지니어링,936042
지에스아이,1255290
농업회사법인오담생명환경,614195
제이엘씨,1085646
피제이켐텍,659116
제이엘씨파트너스,1231874
뉴타운배움터,805937
탑드릴,1327320
원희캐슬고덕,1397693
법원홀딩스,1613412
지디씨,1026023
원영산업,785350
교육지대,1017210
멜라루카인터내셔날코리아,909808
다인개발,767585
서울미디어코믹스,1381638
세하,1541142
푸른군산지키미,645964
농업회사법인부여육종,1158182
한상인터내셔날,1434471
지아이지,866266
에이치에스푸드,1159473
아이티메이트,1460111
한국바이오,1594816
대성이앤티,1453582
엠케이코리아,1461448
대왕철강,226538
시엠테크놀로지,811150
두산밥캣,1032486
팀스토리,1706484
세로톤의공학연구소,1709010
카비,1704219
미니멈,786641
삼성콘크리트,303323
동양메탈공업,926434
스트라타시스,1486465
중부운수,363839
미래디앤씨,1589577
안국저축은행,139199
신우,1211418
제이씨인터내쇼날,910105
그린플랜개발,1669882
대주인텔리전스,1509553
동남정유,1026014
스페이스리버,1718744
썬패치테크노,1109283
서중인터내셔날코리아,1318924
하니웰유오피코리아,1457524
큐원,1584013
리더스에셋어드바이저,1548118
새한실리켐,1134553
대건,108676
바이다,1625480
씨브이씨대부,1712917
엠컨설팅,1363827
휴민시티,874779
이에스오리엔트,760759
롯데후레쉬델리카제3호,1597424
한제피앤에스,1298240
동부하이웨이솔라,1478615
주)유월드,1165720
이어도컨트리클럽,482392
엠플라자,1376788
원석디앤씨,1259180
서현산업,1658318
디와이엠솔루션,488828
GH신소재,491938
보보코퍼레이션,1142969
에스에스지산업개발,1639696
핫식스,1638253
조광건업,1210589
아이즈빌,1398683
정성과친절,1462429
커피빈코리아,455404
우성도시개발,1380277
떼아플라워앤코,1523890
에스지컴퍼니,1289686
청라메가물류,1637616
테크노그린,1485855
유밥,1628690
서린컴퍼니,1542512
제데코,1354166
푸드팜,1641363
맨파워그룹,1586899
시높시스코리아,1435753
SK리츠,1535150
한국가와사키로보틱스,370149
아시모리코리아,1163096
키사이트테크놀로지스코리아,1064908
에스씨케이컴퍼니,359386
국도화인켐,863250
스튜디오인빅투스,1360802
엠케미칼,1707234
인성데이타,1706970
케이더블유화양제일차,1690721
한얼이엔씨,1360103
리튬코리아,1708303
센티움홀딩스,1680797
라이콤,571809
김해이앤아이,1637041
아마란스,967440
선진에프에스,652991
선진햄,921040
코토세라믹,983891
에이원스트림,1716001
한빛주택,1642238
퍼스트스톰,1716038
마우나제일차,1716047
디에스산업개발,1653058
위드씨엔디,1653030
효동종합건설,1538926
자이오넥스,1499584
동일기업,118293
동화기업,1310782
두원기업,1562738
드림피아,1477917
영천항운,1578304
지디산업개발,1543502
해성에스에프,1285705
에이치앤피,1297409
저스트원,636328
인팩글로벌,1154609
삼부선재,1153646
엘앤비인베스트먼트,614609
매일신문사,169181
은진,1687055
파스토,1626601
케이지미얀마,1273700
신신관광개발,926568
디티앤씨알오,1437432
대한엔지니어링,1664346
세중통상,1356085
경상스틸,1037922
화인파트너스,104421
하늘연,1228481
제주에코텍,974547
현대엘앤씨,1035298
롯데멤버스,1086539
시티코어디엠씨,1251212
와이아이씨시스템,1453892
한국오웬스코닝,120207
용인맑은물,972901
지엘주택,1581210
조선영상비전,1499876
남양나주씨앤지,875398
괴산그린환경,823669
투게더대전둔산피에프브이,1716427
조선아이에스,495378
명성이십일,1691669
에스텍,306719
덕재건설,1219483
에트마,1682935
센트로음성,1541115
트레인코리아,250395
한국지이초음파,1451733
시크릿제일차,1716056
네오드림랜드,1716065
뉴테라제구차,1716074
에이치앤디이,1534841
미성에스엔피,672092
미성엠프로,616892
한국크노르브레이크,1507652
빅아이제일차,1716083
인천항보안공사,649401
엘케이랩코리아,1287590
고려리비죤,962047
센트럴디벨롭먼트,1028182
피앤지코퍼레이션,1358861
삼정가스공업,836265
에이취알메탈,921970
엔잭타,1573424
현보,452559
송촌조명,635268
케이씨케이개발,1576795
한맥식품,916109
에이치엔이노밸리,1540055
제이에이치씨,1372719
시스템어소시에이츠,1631506
일우건설,1218244
대영이피,1642353
케이카캐피탈,1353051
세진판넬,1220407
홍창,630032
한온시스템이에프피코리아,159111
태진실업,1671814
코하마,891341
오토젠,195238
엔티엠,1268081
성신미네필드,875574
석정레져,1011508
서울랜드,160889
브이피케이,983253
참맛,454885
동성앙카,1220647
티에이무역,1147566
엠디아이파트너스,1472860
씨에스개발,489456
미래도시건설,966742
미래토건프로젝트금융투자,1472833
하이센스바이오,1412859
유진에스에프제일차,1697335
퍼시픽호텔,155009
한국알콜,158565
동양에스텍,178851
한일제관,163169
아이컴포넌트,407285
딜리,629212
휴맥스홀딩스,219440
대진,1463880
노루로지넷,1527559
호성에이비오,1712139
삼보기술단,371005
리치코리아,1682157
대성씨앤씨,811974
덕산,1547818
동광알루미늄,1299771
송현테크,1088102
아주목재,578334
다이슨코리아,1454572
한국선박글로벌1호선박투자회사,1282106
호산테크,1298727
한국선박글로벌2호선박투자회사,1282115
아린엠에이치씨,1373426
당산동청년주택피에프브이,1378591
크라운화학,1401358
코스맥스파마,1079292
갤럭시코리아,1682379
선우철강,835062
이베데스다대한제3호위탁관리부동산투자회사,1529751
포톤제일차,1596629
유진어반하임,1540718
대성종합건설,1320178
테크노산업,1668102
오산개발,1038453
진호,1718045
농협물류,579564
달구벌학교사랑,767406
대흥인텍스,579430
삼성파워텍,1373383
조일성업전기,185587
롯데인천타운,1041457
헨켈홈케어코리아,1452802
장스푸드,1638970
대웅엠엔에프,839961
호텔덕구온천,113960
일봉공원,1464481
삼동허브,673888
새서울석유,450630
프리미어루미너스사모투자,1695638
모악사랑,1694499
대승엔지니어링,1693685
피앤에이어소시엣,1692279
미영에이티건설,1692695
샹그릴라자산관리,1686445
코스트코코리아,259572
케이비이천로지스틱스제5호위탁관리부동산투자회사,1606935
삼신다이아몬드,588313
신성산업,523088
브이피에이치아이,1465541
종합해사,245968
샤브향,1075746
콜롬보코리아,1678792
씨텍,1636413
삼원에프에이,223610
디에이비피,1026184
TheHongkongandShanghaiBankingCorporation,595979
화인글로벌랩,1642344
반도산전,1539837
디지털리얼티코리아,1689831
디지털서울2,1689840
경향신문사,102399
경인대부,1382053
삼우공영,805876
쎄니트,239596
네오엔비즈,1385227
케펠자산운용,1680779
케이아이디비자금중개,1359408
드림텍,277499
케이아이디비채권중개,418519
비엠아이,1286272
에스제이건설,675512
이화,911760
제일슈러티,1409396
칸플랜트,1656347
정의산업,1226395
참빛글로벌이앤씨,969633
마운트지앤디,1641071
젠스타메이트,1452769
성원,133089
참빛도시가스공업,253310
참빛영동도시가스공업,253329
에프앤디인프라,1199994
참빛충북도시가스공업,443162
대창석유,846387
소프트원,1475760
고성더하우스,1566895
영원호건,1657610
에이에스엠케이,361637
미래인더스,1662612
고려환경,1636219
지상인,1694648
열린캐피탈대부,1680122
주암산업,1694781
아마넥스,573977
후레씨네코리아,292568
블록디파이,1696664
리치에셋,1313239
엔에스티,1076091
알코판넬,1294509
파인건설,1020807
금오전자,1011094
엔디소프트,1707854
에스엘테라퓨틱스,1109122
타이드,1309069
인성,145792
인성에이앤티,908951
인하테크,814874
엘리자베스,1651379
손손컴퍼니,1655597
방송차량서비스,1445158
우진산업,229924
케이비엠,812937
해창트레이딩,1219049
건화,198590
에펜도르프코리아,1472985
현대교통,1454484
에이시디,874159
한국영스틸,1068126
코리아테크노에이전시,1584031
에이씨이익스프레스,936857
동림석유산업,1432048
다스,1139789
보화,1214752
지이케미칼,1696619
태안모터스영등포서비스,1230334
네덱,619321
디디아이에스씨57위탁관리부동산투자회사,1362703
디디아이에스씨1338위탁관리부동산투자회사,1362712
디디아이에스씨1339위탁관리부동산투자회사,1362721
디디아이에스와이230위탁관리부동산투자회사,1343780
디앤씨태삼,774743
에코캐피탈,857763
아이엠에셋대부,1134155
디케이코스메틱,1381328
리어스,1385236
박홍근홈패션,446956
지아이비경안,1695337
화원씨엔디,1694383
엘엠아이세종로지스11호,1694958
메리츠오토제구차유동화전문유한회사,1695434
동은씨앤디,1478660
한국복합물류,216337
우영,1214309
조은시스템,373650
간석목재산업,957513
엠비엔미디어렙,1071102
지씨테크,1452404
테라베스트,1289075
세계한상드림아일랜드,973405
대일매곡산업,1625912
쓰리에스텍,1551024
뉴스타내덕,1716162
조일철강,1158474
시티코어,1697928
오리온홀딩스,117577
대명티에스,1011702
푸른주택종합건설,1473850
하나리치업제3호위탁관리부동산투자회사,1576935
에이피지코리아케이이,1304930
동화이앤씨,1216389
국민티에스,1459993
시빅센터피에프브이,1617144
피앤디솔라,1409846
하나트러스트제3호위탁관리부동산투자회사,1417544
명인화장품,1553396
케이.제이시스템,1496569
삼정크린마스터,1554526
승리에스엠,1631029
엠메디컬,1697168
뉴대구호텔,1075807
성실엔지니어링,564827
삼지화성,913315
싸이랩코리아,1529885
F&F 홀딩스,126487
세화판매,1331101
청호개발,532581
금오아이엠티,1475706
썬앤문,1479623
후지테크코리아,189088
머스트올,1534328
이피에스테크놀로지,1401084
하나자산신탁,411534
대전사,449342
라셋,1473133
삼정인베스트먼트대부,972150
훌루테크,562351
테라포밍,1633407
미지엔리조트,1025866
금정산업,1562905
유안타제7호기업인수목적,1504804
보령파트너스,1113912
대성하이텍,577335
씨엔티테크,1077151
노루홀딩스,113508
태양금속공업,153755
신안군수산업협동조합,1706402
유아이제삼십오차유동화전문유한회사,1706420
성산포수산업협동조합,1706466
성신양회,132804
에이엘웍스,1647242
지에프민제구차,1713244
에스엠양주덕계,1713253
에스구로,1713262
에이치에스스카이사모,1713271
에이치에스스카이유동화제일차,1713280
에이치와이케이제구차,1713299
원큐제육차,1713305
원큐제팔차,1713314
클라우딩제일차,1713323
디와이인천제일차,1713332
덴티스트리인베스트먼트,1713341
켐코스,1386013
아이디앤콘스,1527586
동해그린에너지,644178
한국파크,241023
더노블쉽,1589054
파크아웃도어,1428656
디에스피,693262
구리갈매대토개발위탁관리부동산투자회사,1590829
디엑솜,1586871
에스제이그룹,1222432
파크인터내셔널,1428647
웅진건설,513364
드림하우징,1299832
가산아이윌,1537273
입센코리아,487865
아이언에이지,1401659
남창,958099
"AppliedVenturesInnovationFundI,L.P.",1717532
삼원중공업,603320
레진상사,1208308
디씨이,941956
미래,1329160
에스피스틸,1086706
퍼맥스,535126
미래인베스트,1386606
케이월드라인,832685
농업회사법인오앤유엔지니어링,1459656
휴먼스텝스,1470288
천마레미콘,1433959
에이치디홀딩스리미티드,1645989
미진건설,306409
성진테크,1294068
국보종합개발,1665354
수원델타원,1546013
더스윙,1608447
신진엔지니어링,472410
에스에이치테크놀로지,532563
두남실업,1228445
코비마운틴,1527197
엔아이티,482435
라움헬스케어,1698176
케이디홀딩스,1697566
두산종합건재,1699005
태호,1698750
케이에이치산업개발,1697575
매일정기,612878
일광메탈,618687
클라우드엠,1695610
에스디상사,762331
스카이글로벌,1695470
엠에스지엠,1028784
스카이천수,1696734
워너쉬,1695267
인자인,1152814
씨엠에스,968874
유어초이스,1694985
종선,1677526
아이스올리,1309005
한야,1563409
신생공업,220792
익성,522821
송죽사,135014
케이원프리미어위탁관리부동산투자회사,1713387
이에스알켄달스퀘어에셋1호위탁관리부동산투자회사,1578021
ESR켄달스퀘어리츠,1437186
아데코코리아,494731
알피에스디,1446111
피코스텍,1142419
남전물산,107783
누가개발,891323
에이치에스피개발,687997
보원,1451344
선진콘트롤엔엑세스,1214585
예건,656049
제이더블유글로벌,1401561
위드인사이트,1447378
거산산업,1294776
제이에스도시개발,1643477
뉴니케,1371978
동산전자,1026379
씨더블유제이,1643583
대경퍼시픽,108861
에이플러스디,844264
중앙디앤엘,789435
에스티엘,1449853
인그라시스테크놀로지코리아,1287341
한국물류,1299498
롯데엠시시,587280
경인오토,1374382
부방유통,1123849
다윈프릭션,863436
케이씨유리자원,1527656
칸,862941
동륭실업,221278
원창메탈,973362
한국거래소,536383
플레이디,862853
클레스트라하우저만,153199
아이베스트투자,298012
엔에이치선물,250173
시클리드,1414556
코리아피아이홀딩스,1423855
이삭,1450752
해강케이앤리,1696220
웰스제일종합건설,1697098
엘림에스,1695683
공감아이앤디,1696716
아이알에스씨,1371376
골드힐,1448395
해성인터내셔널,1698325
맥사이언스,1242913
포항서밋에프앤비,1696798
에이치피코리아,1435461
누비콤,804901
주)이안뷰디앤씨,1076985
다이엑스,1328213
혜인이엔씨,612106
대덕바이오,916659
현대위아,106623
한국캐피탈제오차유동화전문유한회사,1716481
로하스메디,1515174
케이엔유,1141076
경북교통,386089
썬더소프트코리아,1626540
대일버스,1457630
에어텍시스템,481533
삼천리버스,1457126
명진포장,1548738
에스알피,1463428
김家네,610384
해밀톤관광,164131
시원,1555002
예성레더,1559673
신해공영,1212125
케이피에프,157636
인셀,1157165
삼성레진,1649772
신일산업개발,1639757
바로대흥,1638688
스톤비치,1330218
미성통상,575382
엔터미디어,407975
에이치디지,1635414
새날씨앤피,604310
일진제강,146658
창화철강,151191
티에스우인,207056
평산투자개발,155063
더원테크,1693384
레드페이스,531360
뉴스타엔알비제일차,1716171
뉴스타장안,1716180
진성티이씨,174208
벨로하우스헌인제이차,1716199
벨로하우스헌인제일차,1716205
씨엠테크,1477324
원창,1476893
이엠테크,1476936
에스앤지,866336
에스엠,1477476
유일,1476316
만랩,1544282
상암상사,1584554
해든,1353802
삼진씨앤씨,521479
씨머스,892252
이베이재팬,1562783
아시아드종합개발,642499
중앙에너지산업,1374522
남산피에프브이,1613607
유엘코리아,1070662
영화테크,659976
아이엔티,1210640
시티코어에셋,1371950
아산시네파크,1696187
지티티,413198
한국룬드벡,1011599
진캐스트,1494242
게임피아,653158
에이치피엠글로벌,1013029
새해성,530440
한진교통,1566910
가나아트한남,1628362
이엔워터솔루션,1614217
남경설비,1377343
해인산업,817066
배재통상,1385263
폴리테크,1563454
현대유니파이프,1629981
에르메스코리아,1460643
유은타워8차,1555136
엠케이,1450053
아스포메탈,1645305
포이스,1370979
쏨니아,1214822
금호주택,1148787
에이치아이디,1070778
대한오토텍,1386767
현대네비스,1547535
청정서귀포,761323
신명산업,535144
엠티,1365472
헝셩그룹,1160512
송정회계법인,1701878
탈로스,1020269
원익피앤이,785475
HB테크놀러지,255275
파라,625553
케이제십오호위탁관리부동산투자회사,1577846
대조피에프브이,1449075
지엘스포월드피에프브이,1369052
디오션259피에프브이,1620360
테라윈미래아현피에프브이,1550876
이노디앤씨,1215812
반찬단지,1375099
태평석유,1079308
원푸드시스템,1409882
다원알로이,1529478
모아산업,1462571
써밋자산운용,1713536
피에르파브르더모코스메틱코리아,1446546
올리브헬스케어,1641345
포스코에너지,306135
오페,821643
영진공업,367914
윈스타,1686870
하나시스,1149777
엠프로텍,1069550
우진아이엔에스,143262
오일네트워크,640288
건영빌딩,1171989
노일가스,989424
대명종합개발,1654446
두원씨앤디,532271
라성산업,816599
동도건설,235527
자스포워딩코리아,1560378
신우피앤씨,1014587
신흥건설,870825
하이네이처,1549728
신이콘텍,1229480
한창산업,641560
지피클럽,1171402
두성도시개발,1621873
지스팜,1379697
광천에스티,1022920
그린환경,1627488
베네하임,1549047
동양전자산업,672153
케이에스씨건설,664862
와이투,1639401
비트코인대부홀딩스,1718346
부경산업,482301
신세계의정부역사,469197
대호홀딩스,1154681
케이피엘밸브공업,867715
주영토건,1360866
한농화성,160861
덕성,114093
미래엔서해에너지,498807
바이네르,531607
영일엔지니어링,1212903
삼성화재서비스손해사정,425962
아주좋은사모투자,1337798
장원산업,1018796
한국케이지,603746
진명스틸,1654561
야놀자,907864
어니스트펀드,1225101
디케이비엠시,1581025
디앤제이트레이딩,493237
대성건설산업,1684997
카시나,1478749
유진자산운용,188380
리플래시기술,664914
유제이,1547544
엠앤에스피,518138
유원디앤씨,1011173
우정티.알.비,1074659
동서,144395
도시재생개발,1468025
에이엘티알,1625125
오스코,1218749
엔비지,924931
대창이앤티,112688
제이엔지코리아,808606
코리아와이드포항,1430253
대진,529824
위본모터스,607247
이수에이엠씨,1505788
브라코이미징코리아,1452264
지피스틸,982485
테크로스비전인베스트먼트대부,1450956
진영공업,1021444
현대주택건설,1443415
윌리엄그랜트앤선즈코리아,1007161
아이씨맥스,1141924
컴바인드딜리버리플랫폼인베스트먼트,1631162
비에스하이텍,1696831
씨와이개발,1691702
에이엠디,1697991
말표산업,192806
골든프로퍼티,1698936
거잔,1683697
스카이리소스매니지먼트,1698866
한국바이오헬스,1698778
통우인터내셔널,1697821
회계법인예광,1708914
유창금속공업,144988
다원교육,1546086
대림프라스틱,1620351
에드워즈라이프사이언시스코리아,943316
상아프론테크,181299
비아이에스제오차,1709454
케이시시정공,1460412
안스,1145328
티에이밸브,963356
제원에셋매니지먼트,1018486
보명산업,1623899
삼지페이퍼,921606
스키피오,1539864
세창산업,1149290
비욘드테크,1539031
팬스타트리,1358171
엔에프컨소시엄,829104
위로지스,1585997
세진하나제1호위탁관리부동산투자회사,1536450
일조,1470118
남평종합건설,1626382
포톤제삼차,1596683
엔티에스,572127
대농어패럴,1704875
포톤제사차,1596692
다담씨앤씨홀딩스,1339547
국민비투멘,482505
넥셀,1276770
포유산업개발,1634442
수달코리아,864301
서라벌도시가스,369912
세종파츠플러스,1461387
영원아웃도어,249858
더피제이개발,1381276
성주에스피,677820
화인산업,494634
아이앤유크레디트대부,970587
두베스트,303590
가온칩스,1364747
도경종합건설,1545698
인창문정,1026139
프라미스대부,1064290
제이엠에스건설,1307016
동조철강,922784
신앤킴파트너스,1642210
뉴효성도시개발,1695887
정원건설,1696549
기웅정보통신,824950
제이엘유나이티드,984252
티와이월드,1649152
금탑개발,1407972
삼진기업,128360
무창,1436619
도영,1580008
미성,1365241
태운,1565780
비피시,921299
대영일루션,1661428
대영지에스,1209839
대영합섬,1289066
동남KTC,1029817
동도디앤씨,519368
문화웨딩,991915
미래메탈테크,586500
포트랜스,1228232
텔콤인터내쇼날,612124
벽진산업,1633470
비투지,1030761
상주약감포크,1652721
대현우드,809146
영원상사,1545616
브이피,803665
푸른교통,1471232
행복나래,521099
휴먼코아,1020667
영진앵글,1472772
덕천기연,1376478
예술회관역복합개발프로젝트,1469510
케이씨에이손해사정,593476
알룩스메뉴펙처링,891192
하나리치업제2호위탁관리부동산투자회사,1576476
모보,347442
코스모코스,257477
엔케이텍,493264
계룡하나제2호위탁관리부동산투자회사,1530960
세진중공업,415628
에이원특수강,1077522
신한,173740
디섹티앤에스,1622599
디엠씨,244640
에스비건설,1461989
이클린워터,1614235
다안개발,1538157
한성기업,1627309
씨에스에프,924205
에스비레져,1462003
새한마이크로텍,614317
삼삼레져개발,925912
일신창업투자,146384
램테크놀러지,654272
효성벤처스,1701151
신동아건설,135883
서린바이오,373447
아세아시멘트,990165
다스,110158
동일기연,199076
아이엠텍,809517
호텔신라,165680
심팩홀딩스,560520
조풍건설,1221503
장가유통,1421529
이에스알켄달스퀘어에셋2호위탁관리부동산투자회사,1610017
에스디아이테크,1304763
아모센스,1012987
씨앤에스,1450372
한라상조,766948
금성에이스산업,564483
코모도호텔,152792
에이피알에이전시,1286412
애큐온캐피탈,595012
힐리언스,623281
에이젯시스템,1300776
에스와이우드,1071740
신흥디앤씨,448422
아이에스아이,959362
에스제이케이,975458
펨코로지스틱제오호개발전문위탁관리부동산투자회사,1106967
엠시티개발,1303409
엠엠티에스엠,1134517
오토크로바,1219623
이스트밸리티엔텍,1371172
제이에이치홀딩스,1148237
제일씨앤피,613567
진성글로벌,1470312
티.피.엠,606789
파워산업개발,1144499
한국고분자,970596
주-보우테이프,521682
화인디엔씨,1687107
한국정보통신,159342
삼중,487193
케이엠피,1543201
블랙호크네트워크코리아,1472268
삼양화인테크놀로지,1027730
리얼게인,929361
수성메디칼센터,1559178
청정충주,799405
선익시스템,327819
비엔케이신용정보,474667
교보문고,104175
범어컨설팅,1629848
알이디에스그룹,1660447
렉스모터스,522867
비앤리월드,1701416
경진알엔디,1693913
한국정밀기계,257732
동원엔터프라이즈,360425
티앤아이,1233021
케이지셀즈굿,1694709
아산저축은행,138613
핸디소프트,793155
코텍,1614679
르피에드둔산피에프브이,1537583
이니티움2016,1209556
제로에너지임대리츠2호위탁관리부동산투자회사,1524075
대한제22호평택고평위탁관리부동산투자회사,1431614
효제피에프브이,1527346
피데스홀딩스,1714216
서한글로비즈,603418
일진,1465550
트랜스베버리지,1648366
마스턴제112호로지스포인트용인피에프브이,1609783
무등하우징,1651069
한국토프톤,483391
대창실업,1239168
화이날건설,894287
청맥철강,1586525
진화건장,1624904
원희캐슬,1077461
엔토리,1469228
에스앤케이로지스틱스,1665549
에이원인크리스,1376779
동남석유공업,205377
디케이,479121
천진운수,1641187
지희산업,1144532
휴먼라이프,1072305
오티스서비스엑스퍼트,1631861
디엘통상,1557879
와이지개발,1225864
금동산업개발,1301021
유래코,251604
동명정공,1468548
한성인베스트먼트,188159
명진테크,961677
엘스타약품,364953
남선철강공업,1213504
삼인컴퍼니,1171767
프리미엄원희캐슬,1216404
조인테크놀러지,1401808
내자인,1021930
원진우드,1308459
온산탱크터미널,831631
탑진단,1643121
에스앤가든,1544750
의종,496401
금화피에스시,176516
익산엘이디협동화단지개발,1098552
서한사,131522
블루헤런,428260
성진종합건설,1479641
서한관광개발,931223
일토씨엔엠,1477102
유림테크,1539448
칸투칸,968768
컴머니,1698635
다우아이콘스,1397356
금산엠엔이,890519
연합인포맥스,656030
와이케이페라즈,1709463
제이온스마트,1709472
로우마인제일차,1709542
풍산,684714
엘포유,1660119
신진미트,1475724
삼성전기,126371
한국휴렛팩커드,126609
글로벌엔지니어링,1560138
하이트진로홀딩스,148993
이노션,565154
미래에셋캐피탈,251738
디케이개발,1687125
다담씨앤씨,1690952
애플투어,1717392
포톤제이차,1596674
지인터내셔날,1306752
서울리츠임대주택제4호위탁관리부동산투자회사,1622368
한국금은,1686232
브이에스아이,976235
다원종합개발,321295
애플티,1376025
바로스,621928
길림개발,1544079
활림건설,560098
한국애브비,976545
탕정테크노밸리,1625736
뚝심,1311125
신영루원시티개발,1300147
화인화학,166430
한국오가논,1568477
케이원디,1218615
승현기업,1380851
코데코에너지,552266
계룡대한뉴스테이제2호위탁관리부동산투자회사,1290071
대한제11호뉴스테이위탁관리부동산투자회사,1530368
이앤씨,1307715
세창아이.엔.디,1254617
엘티케이비문래제4호뉴스테이위탁관리부동산투자회사,1309573
민간임대허브제5호위탁관리부동산투자회사,1310463
선우테크,1141881
한창,225380
스카이72홀딩스,1696682
아이엔지스토리,1508022
파인엠텍,1686755
다예홀딩스,1695258
아마다코리아,303068
석원,1699999
제이씨코퍼레이션,1413362
아름덴티스트리,1387252
신라하이텍,1471065
호감,1367106
브이씨티이,1373417
당근마켓,1547845
충남스틸,1645484
이지엠에스케이마트,1224032
지앤오산업개발,1554252
상진금속,580700
바른,1138601
한화방산,1701391
유니티테크놀로지스코리아,1623190
롯데제이티비,630953
세명엔터프라이즈,1506459
태인이앤씨,435367
미미박스,1129621
하나스틸,1251674
톨리코리아,1152832
엠씨에이,1639854
원익엘앤디,1498123
